Nom Utilisateur,Note,ID Film
z20070326194841787401361,5.0,10568
z20110801175449003572818,5.0,10568
z20080223122249780877088,5.0,10568
z20120610131602710471634,5.0,10568
z20120708195526033224386,5.0,10568
z20120425191505833119849,5.0,10568
z20060526163620730863733,5.0,10568
z20080502091534097726635,5.0,10568
z20080625143042143526755,5.0,10568
z20110922202601967131186,5.0,10568
z20031203135721137894218,5.0,10568
z20110622235613937908356,5.0,10568
z20110622151655830672368,5.0,10568
z20110828204641337389611,5.0,10568
z20100724235236347537452,5.0,10568
z20100925133504780134191,5.0,10568
z20110313115139770515138,5.0,10568
z20100728134703260606673,5.0,10568
z20110624210838573238386,5.0,10568
z20050529185256800542873,5.0,10568
z20060520132313997558685,5.0,10568
z20060226153101277712935,5.0,10568
z20050306233459653952996,5.0,10568
z20110207173035203991979,5.0,10568
z20061223123237770658689,5.0,10568
z20050128195009540347344,5.0,10568
z20091218104700367826695,5.0,10568
z20100808111625543997398,5.0,10568
z20100908132022080972546,5.0,10568
z20060301175350513632691,5.0,10568
z20090424103158593511859,5.0,10568
z20100629152658950744218,5.0,10568
z20050427113414187871239,5.0,10568
z20100516223630127232122,5.0,10568
z20081214155238763597636,5.0,10568
z20090429031034837238798,5.0,10568
z20061227183546640599755,5.0,10568
z20080206144626710256034,5.0,10568
z20100418185004863955311,5.0,10568
z20100215212137060698769,5.0,10568
z20100106192309293958283,5.0,10568
z20060317115155370578365,5.0,10568
z20080727143006250939249,5.0,10568
z20050803130329247866579,5.0,10568
z20080423201044843426724,5.0,10568
z20090918174146223419487,5.0,10568
z20041029114509697655189,5.0,10568
z20080913094523480198174,5.0,10568
z20060314171314987706375,5.0,10568
z20091204183944323302984,5.0,10568
z20081122092054797892142,5.0,10568
z20070303152642750378787,5.0,10568
z20070601152152060178383,5.0,10568
z20070415212143350985879,5.0,10568
z20090617142055540504239,5.0,10568
z20071229110145390394274,5.0,10568
z20050819145656857799156,5.0,10568
z20090117001345033867871,5.0,10568
z20081111035020417972033,5.0,10568
z20090303142106577734119,5.0,10568
z20051208180332140797953,5.0,10568
z20090323193222567627582,5.0,10568
z20090501185820923541318,5.0,10568
z20090105212140060354767,5.0,10568
z20050423225326903579222,5.0,10568
z20050326115005170988182,5.0,10568
z20090405010908597979423,5.0,10568
z20081217220803807872885,5.0,10568
z20060507110429097158995,5.0,10568
z20030510224939787458134,5.0,10568
z20081010125709563208322,5.0,10568
z20080724163543937514837,5.0,10568
z20081005163400347127414,5.0,10568
z20080803185521430816944,5.0,10568
z20080925145118637816315,5.0,10568
z20080824153656800612875,5.0,10568
z20080125212211510869922,5.0,10568
z20080712115052910383998,5.0,10568
z20080403165051340133418,5.0,10568
z20071106025101253976861,5.0,10568
z20080602235158543785165,5.0,10568
z20080519180800590239788,5.0,10568
z20050524101859840167184,5.0,10568
z20031230182423740637263,5.0,10568
z20080314214241430849311,5.0,10568
z20080329203618543641641,5.0,10568
z20080306220715737774363,5.0,10568
z20080102010939413695533,5.0,10568
z20060813141322797992633,5.0,10568
z20021216180627033411849,5.0,10568
z20071102163148580366697,5.0,10568
z20070225170247647477357,5.0,10568
z20050531104705440897887,5.0,10568
z20060831205959827534735,5.0,10568
z20080210170114050592734,5.0,10568
z20071225161035710655492,5.0,10568
z20060719162449733315717,5.0,10568
z20060302165600123312946,5.0,10568
z20071128191043133926865,5.0,10568
z20071107142450977843642,5.0,10568
z20050831135845587452279,5.0,10568
z20071113142920963717278,5.0,10568
z20060120185249557812865,5.0,10568
z20060706223724333863973,5.0,10568
z20071028135630833451522,5.0,10568
z20070302235109397616275,5.0,10568
z20020324024705850413533,5.0,10568
z20070917204046350232651,5.0,10568
z20070526185804357844465,5.0,10568
z20070111225818437927316,5.0,10568
z20050405180207000645014,5.0,10568
z20051005214729860575238,5.0,10568
z20050804163234600778938,5.0,10568
z20070714002349010502821,5.0,10568
z20060404120924297799922,5.0,10568
z20060318194416363195696,5.0,10568
z20051119151814240875591,5.0,10568
z20050930123048730491182,5.0,10568
z20070320214343880854292,5.0,10568
z20070505103550823744524,5.0,10568
z20030318104639813779116,5.0,10568
z20041215131324480177271,5.0,10568
z20070205193418780793514,5.0,10568
z20030916115310953701324,5.0,10568
z20070227002736653411323,5.0,10568
z20050812151049473478856,5.0,10568
z20060718111816853474672,5.0,10568
z20050721180910530845446,5.0,10568
z20060625182133290143138,5.0,10568
z20050824105436343945226,5.0,10568
z20030907131003710917211,5.0,10568
z20050601140719843921044,5.0,10568
z20040811235635050402132,5.0,10568
z20040407113854130597348,5.0,10568
z20060701153623203296925,5.0,10568
z20050105115317300245468,5.0,10568
z20041205211503897621374,5.0,10568
z20050212011643893241315,5.0,10568
z20060520184332677502137,5.0,10568
z20010710141017880217585,5.0,10568
z20050727171108940942246,5.0,10568
z20060621171024663859233,5.0,10568
z20051222072805213598232,5.0,10568
z20030821075429180664571,5.0,10568
z20050128101601057637287,5.0,10568
z20030227084758843717727,5.0,10568
z20240216004759726151718,4.5,10568
z20060516110246577796967,4.5,10568
z20210219233708124793951,4.5,10568
z20210313230202910523299,4.5,10568
z20090704072649733869797,4.5,10568
z20190317133551074752593,4.5,10568
z20100501164454243754298,4.5,10568
z20160409145036200217177,4.5,10568
z20170812153619510284924,4.5,10568
z20100307181559167928367,4.5,10568
z20191227171356486705092,4.5,10568
z20050508205234440787466,4.5,10568
z20081201171829083424441,4.5,10568
z20161127203550770316524,4.5,10568
z20130124195214260283337,4.5,10568
z20160309113636337992272,4.5,10568
z20140102130544340291557,4.5,10568
z20040811200135100875438,4.5,10568
z20160409142210377435924,4.5,10568
z20060302220906023349322,4.5,10568
z20141010224312060916551,4.5,10568
z20110127062739973149758,4.5,10568
z20150206144836190805248,4.5,10568
z20140811085121137216455,4.5,10568
z20120102143934650691337,4.5,10568
z20080512121631460288596,4.5,10568
z20140114084836177668966,4.5,10568
z20130906163421460956772,4.5,10568
z20090207171111367802671,4.5,10568
z20091114195122443101594,4.5,10568
z20110828082536017359313,4.5,10568
z20020807110142830522836,4.5,10568
z20130211030432150681346,4.5,10568
z20120718174300247526936,4.5,10568
z20111217205006870663453,4.5,10568
z20051105131449940367618,4.5,10568
z20100902125140520429289,4.5,10568
z20050112034839173359726,4.5,10568
z20111106141523767788134,4.5,10568
z20101024142544487157745,4.5,10568
z20090920120126453644163,4.5,10568
z20060613021515537202291,4.5,10568
z20100524164450633857355,4.5,10568
z20120109193911367962596,4.5,10568
z20100408190910397837155,4.5,10568
z20100724235149123359951,4.5,10568
z20101127124640440695159,4.5,10568
z20090731193009127356967,4.5,10568
z20100405211443367674381,4.5,10568
z20070114180158077852716,4.5,10568
z20100606022549107222598,4.5,10568
z20091023220345437969193,4.5,10568
z20090709203010670558689,4.5,10568
z20041211182043117953141,4.5,10568
z20091107150756700814021,4.5,10568
z20090724133940170133742,4.5,10568
z20090728084538093964468,4.5,10568
z20060903155614947964176,4.5,10568
z20080320171055307981594,4.5,10568
z20060816003252703655719,4.5,10568
z20071219231441527449392,4.5,10568
z20080702101735577857749,4.5,10568
z20080214211216257586282,4.5,10568
z20070628155848743286437,4.5,10568
z20080601180020957425269,4.5,10568
z20080306163610250402736,4.5,10568
z20050716115647820229722,4.5,10568
z20051220181957240298347,4.5,10568
z20071016041219617269137,4.5,10568
z20030928155941663786414,4.5,10568
z20031203015940427689346,4.5,10568
z20070304213611187713482,4.5,10568
z20040421151600323997587,4.5,10568
z20050102191155607448983,4.5,10568
z20061202182425660165735,4.0,10568
z20191020065719641318283,4.0,10568
z20120625104524440211524,4.0,10568
z20120404190055110661911,4.0,10568
z20151216222117953451714,4.0,10568
z20190923053624464795792,4.0,10568
z20060623014306840262186,4.0,10568
z20100729103223223421146,4.0,10568
z20051025152231730517468,4.0,10568
z20151017010826260296327,4.0,10568
z20180618215151731200315,4.0,10568
z20060527001847620902245,4.0,10568
z20150715010110537648653,4.0,10568
z20180131090915400899314,4.0,10568
z20081009225920613627173,4.0,10568
z20051130155621770461137,4.0,10568
z20171031113846950292843,4.0,10568
z20140403222136087596188,4.0,10568
z20170707170528043187781,4.0,10568
z20150224012317037718637,4.0,10568
z20110303190024017478821,4.0,10568
z20130305231619670644391,4.0,10568
z20051019145019100363212,4.0,10568
z20110406132108400228853,4.0,10568
z20151222111550330413983,4.0,10568
z20140710221625293303322,4.0,10568
z20130506121832697984727,4.0,10568
z20140717115833640656964,4.0,10568
z20121031181838360929826,4.0,10568
z20140427201750710387998,4.0,10568
z20110122105738370438456,4.0,10568
z20150206185349463837689,4.0,10568
z20141121181040387159999,4.0,10568
z20141004233849727225846,4.0,10568
z20061228232125060155817,4.0,10568
z20111028130825790465388,4.0,10568
z20111116182632977765269,4.0,10568
z20131010200557953669165,4.0,10568
z20130409102306907462751,4.0,10568
z20080514165254683179116,4.0,10568
z20111025034545657435144,4.0,10568
z20110307145426453772612,4.0,10568
z20081215003531727556963,4.0,10568
z20110416204054023788665,4.0,10568
z20030618140425673294273,4.0,10568
z20080112153013987509666,4.0,10568
z20070526100726653606978,4.0,10568
z20050521194517957624426,4.0,10568
z20071031125246787736481,4.0,10568
z20110807205546030839681,4.0,10568
z20050128222123237478868,4.0,10568
z20070801214106347776952,4.0,10568
z20080729162713020205296,4.0,10568
z20091207112521467125462,4.0,10568
z20041211133547140398317,4.0,10568
z20100826220738057988997,4.0,10568
z20050705170420620107863,4.0,10568
z20060902100417973592273,4.0,10568
z20080223180810410698852,4.0,10568
z20100718114325270249286,4.0,10568
z20070814215940203765217,4.0,10568
z20070822100940487978663,4.0,10568
z20080308114506610189469,4.0,10568
z20090421205920330241352,4.0,10568
z20070502164300817557547,4.0,10568
z20060115230728017869612,4.0,10568
z20081112095130247671186,4.0,10568
z20100305210607520651518,4.0,10568
z20090406113828467868993,4.0,10568
z20091201104314913744371,4.0,10568
z20051102150225437976298,4.0,10568
z20090131191953557916171,4.0,10568
z20090204184937363311972,4.0,10568
z20070302141824443125453,4.0,10568
z20090414114927860775368,4.0,10568
z20090111131401907609392,4.0,10568
z20081120002651190135857,4.0,10568
z20081027154523057881355,4.0,10568
z20080907154340520633881,4.0,10568
z20060112212925890608299,4.0,10568
z20080826155654287615215,4.0,10568
z20080719102429627627951,4.0,10568
z20080621184130663648554,4.0,10568
z20080507121910853388237,4.0,10568
z20070223183100607482562,4.0,10568
z20050321210858313757866,4.0,10568
z20071209142618677824894,4.0,10568
z20061103220321107908638,4.0,10568
z20060213184525483943267,4.0,10568
z20070823132251257245614,4.0,10568
z20070712124634610227628,4.0,10568
z20050523154208190799661,4.0,10568
z20031213131025343729834,4.0,10568
z20050729191203793615724,4.0,10568
z20060520180021477247646,4.0,10568
z20070512203027100489295,4.0,10568
z20070117175455420297955,4.0,10568
z20060104204707340124355,4.0,10568
z20061104161243417623146,4.0,10568
z20041207222824320473123,4.0,10568
z20050423094311043519744,4.0,10568
z20060314114820737855968,4.0,10568
z20061108171856977233782,4.0,10568
z20030926094944763948812,4.0,10568
z20060705200421300581489,4.0,10568
z20060104114128903594995,4.0,10568
z20030319150345083899824,4.0,10568
z20051202210829790363634,4.0,10568
z20050305173224153365885,4.0,10568
z20230106104816278479836,3.5,10568
z20080327175445260783321,3.5,10568
z20101225133322160661718,3.5,10568
z20120729234032190967658,3.5,10568
z20131104202333633582452,3.5,10568
z20111014175058697332183,3.5,10568
z20140301185348897224864,3.5,10568
z20080721104135860952334,3.5,10568
z20030815190429267731644,3.5,10568
z20121220014206963734937,3.5,10568
z20090514144143663611125,3.5,10568
z20120603010639400517411,3.5,10568
z20060704134253223546481,3.5,10568
z20050510180252533864660,3.5,10568
z20130928112605200989345,3.5,10568
z20120113151726647698432,3.5,10568
z20090810111840677668562,3.5,10568
z20100427023509903775925,3.5,10568
z20080419104057087918812,3.5,10568
z20060306120707657834768,3.5,10568
z20111104162933980262633,3.5,10568
z20100814213144983393527,3.5,10568
z20090915162404043529229,3.5,10568
z20110413145318050132421,3.5,10568
z20100228191200007185414,3.5,10568
z20100313200722567646169,3.5,10568
z20041023094941513183997,3.5,10568
z20110204195632473128745,3.5,10568
z20060810103049520951213,3.5,10568
z20101114103811370442894,3.5,10568
z20101110105739100291757,3.5,10568
z20011007123725673879785,3.5,10568
z20080626010810507114198,3.5,10568
z20100224144225593483172,3.5,10568
z20020308185604487808769,3.5,10568
z20040301115223353424921,3.5,10568
z20060115135512013637487,3.5,10568
z20190422165501356919108,3.0,10568
z20090901232953683788746,3.0,10568
z20140602204924943946286,3.0,10568
z20081120233649920772284,3.0,10568
z20111029113034203129739,3.0,10568
z20120509144229610539964,3.0,10568
z20081107165708247455434,3.0,10568
z20091108175011120148185,3.0,10568
z20110123162143883159885,3.0,10568
z20080322011215150181988,3.0,10568
z20090424150221233313514,3.0,10568
z20030101162055787415494,3.0,10568
z20060918100754323573785,3.0,10568
z20060430164838640163367,3.0,10568
z20141109111543913963913,2.5,10568
z20090215192301720367223,2.5,10568
z20060201182458513283816,2.5,10568
z20090408201754960462178,2.5,10568
z20050501203212980538555,2.5,10568
z20110808160016427724924,2.5,10568
z20090216132834197657146,2.5,10568
z20090115180603007555739,2.5,10568
z20081113221550880704475,2.5,10568
z20070814101548197695978,2.5,10568
z20070307200253217784276,2.5,10568
z20050125211636197907259,2.5,10568
z20031227205538953939566,2.5,10568
z20050723115545143682894,2.5,10568
z20020201155528393476112,2.0,10568
z20221027123702215276303,2.0,10568
z20100810095334443153557,2.0,10568
z20100419204105110183184,2.0,10568
z20121112213348247156124,2.0,10568
z20090925140459940706677,2.0,10568
z20111108102528243355333,2.0,10568
z20071123125109190849887,2.0,10568
z20020128519370517141511,1.0,10568
z20140301172409253584857,1.0,10568
z20060630222410860189832,1.0,10568
z20090117134154690162987,1.0,10568
z20080103124336383992571,1.0,10568
z20050921143128113127175,1.0,10568
z20051225193237820759595,1.0,10568
z20050207195629293628722,1.0,10568
z20180609201501281276356,0.5,10568
z20040827093310567684711,0.5,10568
z20120208201915117838156,0.5,10568
z20120420013736487892714,0.5,10568
z20090221125114093357765,0.5,10568
z20080223192731280813435,0.5,10568
z20111210233739330608151,5.0,9393
z20100207220612470839735,5.0,9393
z20221027123702215276303,5.0,9393
z20191020065719641318283,5.0,9393
z20170709114839527323633,5.0,9393
z20080329124801187714838,5.0,9393
z20100506121351567755736,5.0,9393
z20070429202537840527684,5.0,9393
z20191227171356486705092,5.0,9393
z20170610215150260673815,5.0,9393
z20100414224206460465117,5.0,9393
z20200307184114217262101,5.0,9393
z20040407113854130597348,5.0,9393
z20100501164454243754298,5.0,9393
z20070501210827537495922,5.0,9393
z20120516090532753205331,5.0,9393
z20050930123048730491182,5.0,9393
z20021216180627033411849,5.0,9393
z20140412132715417811718,5.0,9393
z20110911192312063343373,5.0,9393
z20090728170525347712215,5.0,9393
z20190411203311674561124,5.0,9393
z20150614153727993108848,5.0,9393
z20080512121631460288596,5.0,9393
z20100729103223223421146,5.0,9393
z20091113080548813355274,5.0,9393
z20161222045629570932478,5.0,9393
z20070205193418780793514,5.0,9393
z20140326184436270936784,5.0,9393
z20180204141845857135127,5.0,9393
z20080107202815660786561,5.0,9393
z20131020155906970272197,5.0,9393
z20140324162524883754462,5.0,9393
z20130805181427820682674,5.0,9393
z20111014175058697332183,5.0,9393
z20130715204512200682659,5.0,9393
z20120102143934650691337,5.0,9393
z20130804141603107661268,5.0,9393
z20170108193301507354951,5.0,9393
z20120625104524440211524,5.0,9393
z20160324192400560535292,5.0,9393
z20140301185348897224864,5.0,9393
z20050803130329247866579,5.0,9393
z20150224012317037718637,5.0,9393
z20110722102621460502768,5.0,9393
z20130305231619670644391,5.0,9393
z20051019145019100363212,5.0,9393
z20131029220933320721845,5.0,9393
z20040906134625217142423,5.0,9393
z20060302220906023349322,5.0,9393
z20150304183759300753849,5.0,9393
z20130506121832697984727,5.0,9393
z20120617164850633481311,5.0,9393
z20110907130528143201518,5.0,9393
z20101005120912040975241,5.0,9393
z20100311221040147622968,5.0,9393
z20150621101535110551355,5.0,9393
z20150321093207920732288,5.0,9393
z20061109001447367401814,5.0,9393
z20150206144836190805248,5.0,9393
z20080207171123347607438,5.0,9393
z20111117132817183244497,5.0,9393
z20100814213144983393527,5.0,9393
z20141004233849727225846,5.0,9393
z20050423225326903579222,5.0,9393
z20061228232125060155817,5.0,9393
z20111028130825790465388,5.0,9393
z20060516110246577796967,5.0,9393
z20121205004124500143642,5.0,9393
z20120415214413460558192,5.0,9393
z20080702101735577857749,5.0,9393
z20130906163421460956772,5.0,9393
z20120324151727660567292,5.0,9393
z20110624203517947716343,5.0,9393
z20080514165254683179116,5.0,9393
z20090810111840677668562,5.0,9393
z20121226180301760912584,5.0,9393
z20100719145540520357232,5.0,9393
z20120318112307003102189,5.0,9393
z20111104200006123581629,5.0,9393
z20111218215454157857655,5.0,9393
z20120401141348160951589,5.0,9393
z20040811235635050402132,5.0,9393
z20070228015331953348969,5.0,9393
z20120619131754800531284,5.0,9393
z20111231001915390598871,5.0,9393
z20090207171111367802671,5.0,9393
z20060625182133290143138,5.0,9393
z20070326194841787401361,5.0,9393
z20120425191505833119849,5.0,9393
z20060526163620730863733,5.0,9393
z20110918132138280161431,5.0,9393
z20120420013736487892714,5.0,9393
z20110513170744043585273,5.0,9393
z20080327175445260783321,5.0,9393
z20100408190910397837155,5.0,9393
z20031014204348090556823,5.0,9393
z20090111131401907609392,5.0,9393
z20110207173035203991979,5.0,9393
z20061221130659670562482,5.0,9393
z20110828204641337389611,5.0,9393
z20100418185004863955311,5.0,9393
z20100808111625543997398,5.0,9393
z20091207112521467125462,5.0,9393
z20110624210838573238386,5.0,9393
z20060718111816853474672,5.0,9393
z20100925133504780134191,5.0,9393
z20050529185256800542873,5.0,9393
z20060724111614173832139,5.0,9393
z20081215110204860602253,5.0,9393
z20050819155138300772291,5.0,9393
z20110302224523870332136,5.0,9393
z20060620201901003577172,5.0,9393
z20050306233459653952996,5.0,9393
z20090709203010670558689,5.0,9393
z20101114144209987129826,5.0,9393
z20090121113356670652477,5.0,9393
z20080925145118637816315,5.0,9393
z20051005214729860575238,5.0,9393
z20090424150221233313514,5.0,9393
z20101014094554153903669,5.0,9393
z20060816003252703655719,5.0,9393
z20080223180810410698852,5.0,9393
z20100606022549107222598,5.0,9393
z20090303142106577734119,5.0,9393
z20090424103158593511859,5.0,9393
z20100106192309293958283,5.0,9393
z20100629152658950744218,5.0,9393
z20050427113414187871239,5.0,9393
z20080314214241430849311,5.0,9393
z20041211182043117953141,5.0,9393
z20090421205920330241352,5.0,9393
z20090323193222567627582,5.0,9393
z20061227183546640599755,5.0,9393
z20070502164300817557547,5.0,9393
z20080206144626710256034,5.0,9393
z20100224144225593483172,5.0,9393
z20080727143006250939249,5.0,9393
z20080423201044843426724,5.0,9393
z20070111225818437927316,5.0,9393
z20060314171314987706375,5.0,9393
z20080721104135860952334,5.0,9393
z20081122092054797892142,5.0,9393
z20080322011215150181988,5.0,9393
z20090724133940170133742,5.0,9393
z20070814101548197695978,5.0,9393
z20090117001345033867871,5.0,9393
z20090221125114093357765,5.0,9393
z20090501185820923541318,5.0,9393
z20050326115005170988182,5.0,9393
z20090414114927860775368,5.0,9393
z20090405010908597979423,5.0,9393
z20090131191953557916171,5.0,9393
z20060429132736607875159,5.0,9393
z20041211133547140398317,5.0,9393
z20080815133421173197638,5.0,9393
z20080214211216257586282,5.0,9393
z20080102010939413695533,5.0,9393
z20070429202537840527684,5.0,9393
z20040229145059670215534,5.0,9393
z20081202114155780892114,5.0,9393
z20051218182808937892245,5.0,9393
z20050321210858313757866,5.0,9393
z20080824153656800612875,5.0,9393
z20030510224939787458134,5.0,9393
z20060317132625483419126,5.0,9393
z20081214155238763597636,5.0,9393
z20081027154523057881355,5.0,9393
z20051229121052330338834,5.0,9393
z20060630222410860189832,5.0,9393
z20050128101601057637287,5.0,9393
z20081005163400347127414,5.0,9393
z20080210170114050592734,5.0,9393
z20020807110142830522836,5.0,9393
z20080712115052910383998,5.0,9393
z20080519180800590239788,5.0,9393
z20080403165051340133418,5.0,9393
z20080601180020957425269,5.0,9393
z20070223183100607482562,5.0,9393
z20060813141322797992633,5.0,9393
z20031230182423740637263,5.0,9393
z20050524101859840167184,5.0,9393
z20050802182446983335354,5.0,9393
z20080306220715737774363,5.0,9393
z20060628031636623335972,5.0,9393
z20071102163148580366697,5.0,9393
z20050531104705440897887,5.0,9393
z20040301115223353424921,5.0,9393
z20060719162449733315717,5.0,9393
z20071209142618677824894,5.0,9393
z20071128191043133926865,5.0,9393
z20050831135845587452279,5.0,9393
z20071107142450977843642,5.0,9393
z20071028135630833451522,5.0,9393
z20020324024705850413533,5.0,9393
z20070917204046350232651,5.0,9393
z20030227084758843717727,5.0,9393
z20060317115155370578365,5.0,9393
z20070823132251257245614,5.0,9393
z20050405180207000645014,5.0,9393
z20051208180332140797953,5.0,9393
z20060404120924297799922,5.0,9393
z20030517175828623839341,5.0,9393
z20060318194416363195696,5.0,9393
z20051119151814240875591,5.0,9393
z20070307200253217784276,5.0,9393
z20070320214343880854292,5.0,9393
z20050601140719843921044,5.0,9393
z20060121115833357319818,5.0,9393
z20070304213611187713482,5.0,9393
z20030916115310953701324,5.0,9393
z20070225170247647477357,5.0,9393
z20021207201613827321656,5.0,9393
z20051222072805213598232,5.0,9393
z20060314114820737855968,5.0,9393
z20050423094311043519744,5.0,9393
z20050305173224153365885,5.0,9393
z20061103220321107908638,5.0,9393
z20051225193237820759595,5.0,9393
z20030926094944763948812,5.0,9393
z20050105115317300245468,5.0,9393
z20061028091922393442315,5.0,9393
z20060705200421300581489,5.0,9393
z20060520184332677502137,5.0,9393
z20050812151049473478856,5.0,9393
z20050212011643893241315,5.0,9393
z20050508205234440787466,5.0,9393
z20051102150225437976298,5.0,9393
z20030318104639813779116,5.0,9393
z20060104204707340124355,5.0,9393
z20060621171024663859233,5.0,9393
z20030821075429180664571,5.0,9393
z20050727171108940942246,5.0,9393
z20041207222824320473123,5.0,9393
z20150405110208810843637,4.5,9393
z20160212200805097975899,4.5,9393
z20081201171829083424441,4.5,9393
z20090920120126453644163,4.5,9393
z20151216222117953451714,4.5,9393
z20120825181846500393357,4.5,9393
z20210219233708124793951,4.5,9393
z20180609201501281276356,4.5,9393
z20190317133551074752593,4.5,9393
z20100609194409997978744,4.5,9393
z20121031181838360929826,4.5,9393
z20071016092420470831354,4.5,9393
z20181130191842380319159,4.5,9393
z20121112213348247156124,4.5,9393
z20140717115833640656964,4.5,9393
z20171227202728840555521,4.5,9393
z20100214153018883302854,4.5,9393
z20161127203550770316524,4.5,9393
z20060816165643403707379,4.5,9393
z20051220181957240298347,4.5,9393
z20080204182124630977268,4.5,9393
z20121029211620257393582,4.5,9393
z20120715085310630477794,4.5,9393
z20140106184842703619977,4.5,9393
z20150901203230053655295,4.5,9393
z20110406132108400228853,4.5,9393
z20140811085121137216455,4.5,9393
z20141121181040387159999,4.5,9393
z20050609122548003743533,4.5,9393
z20110717170436333359548,4.5,9393
z20130124195214260283337,4.5,9393
z20110807205546030839681,4.5,9393
z20130513223835490486472,4.5,9393
z20080502091534097726635,4.5,9393
z20091114195122443101594,4.5,9393
z20070505103550823744524,4.5,9393
z20111106141523767788134,4.5,9393
z20121022182542230468657,4.5,9393
z20110313115139770515138,4.5,9393
z20111217205006870663453,4.5,9393
z20120610131602710471634,4.5,9393
z20110514193640503474719,4.5,9393
z20100524164450633857355,4.5,9393
z20101019113030630533285,4.5,9393
z20090216132834197657146,4.5,9393
z20090524190355113285244,4.5,9393
z20060903155614947964176,4.5,9393
z20101114103811370442894,4.5,9393
z20091023220345437969193,4.5,9393
z20080626010810507114198,4.5,9393
z20100215212137060698769,4.5,9393
z20031203135721137894218,4.5,9393
z20091107150756700814021,4.5,9393
z20091201104314913744371,4.5,9393
z20080320171055307981594,4.5,9393
z20070302235109397616275,4.5,9393
z20080602235158543785165,4.5,9393
z20060115230728017869612,4.5,9393
z20070714002349010502821,4.5,9393
z20060213184525483943267,4.5,9393
z20030319150345083899824,4.5,9393
z20190422165501356919108,4.0,9393
z20110127062739973149758,4.0,9393
z20190923053624464795792,4.0,9393
z20150611102648140178198,4.0,9393
z20110122105738370438456,4.0,9393
z20060115135512013637487,4.0,9393
z20110123162143883159885,4.0,9393
z20051025152231730517468,4.0,9393
z20170707170528043187781,4.0,9393
z20110828082536017359313,4.0,9393
z20090915162404043529229,4.0,9393
z20140114084836177668966,4.0,9393
